UserId,Gender,DateOfBirth,PremiumPupil
63158,1,,
82098,1,2004-04-01 00:00:00.000,
114141,0,,
66446,1,2006-07-01 00:00:00.000,
37978,2,2005-08-01 00:00:00.000,
58040,2,2002-12-01 00:00:00.000,
70620,1,,
77797,1,2005-09-01 00:00:00.000,
18733,2,2011-03-01 00:00:00.000,
88326,0,,
100542,2,2004-07-01 00:00:00.000,0.0
86141,2,2008-01-01 00:00:00.000,
67364,2,2005-03-01 00:00:00.000,
18222,0,2006-11-01 00:00:00.000,
6536,2,2003-09-01 00:00:00.000,0.0
57951,2,2010-05-01 00:00:00.000,
79531,2,2003-11-01 00:00:00.000,
92601,1,,
44976,1,2003-10-01 00:00:00.000,0.0
61793,1,2005-09-01 00:00:00.000,
75344,1,2003-12-01 00:00:00.000,0.0
94616,1,2004-05-01 00:00:00.000,0.0
36442,2,2007-05-01 00:00:00.000,0.0
77810,1,2004-06-01 00:00:00.000,0.0
101981,2,2003-07-01 00:00:00.000,0.0
24697,2,2007-10-01 00:00:00.000,0.0
19642,2,2002-05-01 00:00:00.000,
35037,2,2004-05-01 00:00:00.000,0.0
110866,1,2006-07-01 00:00:00.000,
91787,2,,
99515,1,2003-09-01 00:00:00.000,
84943,1,2003-09-01 00:00:00.000,
69617,1,2005-07-01 00:00:00.000,
93378,2,2004-04-01 00:00:00.000,
58805,2,2005-07-01 00:00:00.000,
49795,2,2005-05-01 00:00:00.000,1.0
111669,2,2008-02-01 00:00:00.000,
13445,1,,
73003,1,2009-05-01 00:00:00.000,1.0
108303,0,,
8836,1,2010-01-01 00:00:00.000,1.0
115549,0,2006-07-01 00:00:00.000,
42093,2,,
73646,2,2006-10-01 00:00:00.000,0.0
43972,0,,
100553,1,2008-08-01 00:00:00.000,0.0
43785,2,2004-01-01 00:00:00.000,0.0
25430,1,2009-11-01 00:00:00.000,
57035,2,2010-06-01 00:00:00.000,
94108,2,,
54740,0,2007-01-01 00:00:00.000,
14893,2,2005-11-01 00:00:00.000,0.0
118776,1,,
74101,1,2007-08-01 00:00:00.000,0.0
71058,0,,
107819,0,2004-03-01 00:00:00.000,
72017,2,2005-01-01 00:00:00.000,
99698,1,2006-06-01 00:00:00.000,
42436,2,2007-12-01 00:00:00.000,
39457,2,2008-06-01 00:00:00.000,0.0
60058,2,2005-06-01 00:00:00.000,
42057,2,2005-05-01 00:00:00.000,
63323,2,2003-03-01 00:00:00.000,
33830,1,2005-03-01 00:00:00.000,0.0
116092,1,2006-04-01 00:00:00.000,
108635,0,,
90481,2,2005-12-01 00:00:00.000,0.0
7035,1,2008-12-01 00:00:00.000,0.0
100789,2,2005-02-01 00:00:00.000,
45608,1,2000-07-01 00:00:00.000,
63346,2,2004-05-01 00:00:00.000,1.0
55631,1,,
49564,2,2004-11-01 00:00:00.000,1.0
67353,1,2003-09-01 00:00:00.000,
96675,2,2006-01-01 00:00:00.000,
72394,1,2006-07-01 00:00:00.000,1.0
89102,0,,
16139,1,2007-06-01 00:00:00.000,0.0
44620,0,,
89991,1,2006-07-01 00:00:00.000,1.0
94836,2,2004-08-01 00:00:00.000,
28529,1,2005-10-01 00:00:00.000,
22115,2,2007-12-01 00:00:00.000,
71025,2,2006-03-01 00:00:00.000,0.0
16880,1,2004-09-01 00:00:00.000,
106171,0,,
104696,0,,
85366,0,,
28346,0,,
45306,2,2008-06-01 00:00:00.000,
18138,0,,
79910,0,,
81128,0,,
30749,1,,
27999,0,,
89745,1,2004-09-01 00:00:00.000,
74962,1,2004-05-01 00:00:00.000,0.0
19421,0,,
80532,1,2005-07-01 00:00:00.000,
83345,1,1980-03-01 00:00:00.000,
103038,1,2005-11-01 00:00:00.000,
66358,1,2008-12-01 00:00:00.000,
13334,2,2007-02-01 00:00:00.000,
45373,2,2006-03-01 00:00:00.000,0.0
75767,0,,
68415,2,2008-01-01 00:00:00.000,
61960,1,2006-10-01 00:00:00.000,0.0
48997,2,2007-05-01 00:00:00.000,
47875,0,,
102248,2,,
79974,2,2009-04-01 00:00:00.000,1.0
70916,1,2003-02-01 00:00:00.000,0.0
48591,0,,
21923,2,2005-07-01 00:00:00.000,1.0
23187,0,,
16503,0,,
23449,2,2003-04-01 00:00:00.000,
117101,1,2008-03-01 00:00:00.000,
12256,1,2003-01-01 00:00:00.000,
90860,0,,
116902,1,2001-02-01 00:00:00.000,
74698,0,,
34409,0,,
12096,1,2007-05-01 00:00:00.000,
46454,2,,
78810,1,,
101914,2,2010-02-01 00:00:00.000,0.0
65398,0,,
5202,2,2011-01-01 00:00:00.000,
63784,0,,
14475,1,2008-06-01 00:00:00.000,0.0
10380,0,,
63163,2,2006-10-01 00:00:00.000,0.0
11919,1,2006-11-01 00:00:00.000,
89921,2,2006-06-01 00:00:00.000,
101242,0,,
109689,0,,
36058,1,2005-05-01 00:00:00.000,
74417,1,2009-07-01 00:00:00.000,
90510,1,2007-06-01 00:00:00.000,0.0
16354,1,2008-08-01 00:00:00.000,
19416,2,2004-08-01 00:00:00.000,0.0
19585,2,2006-01-01 00:00:00.000,0.0
114599,2,2007-02-01 00:00:00.000,0.0
102939,1,2004-12-01 00:00:00.000,0.0
9007,2,2004-07-01 00:00:00.000,0.0
26509,2,2011-11-01 00:00:00.000,0.0
78869,1,2005-08-01 00:00:00.000,0.0
48235,1,2002-10-01 00:00:00.000,0.0
41465,2,2003-05-01 00:00:00.000,
77534,0,,
96840,1,2007-06-01 00:00:00.000,0.0
82071,2,2006-04-01 00:00:00.000,
113882,1,,
95327,1,2006-05-01 00:00:00.000,
88149,1,2007-10-01 00:00:00.000,
102670,0,,
85468,2,,
15483,1,2008-05-01 00:00:00.000,
84636,2,2004-01-01 00:00:00.000,1.0
31109,2,2005-09-01 00:00:00.000,0.0
110266,0,,
59198,2,2004-09-01 00:00:00.000,
75346,1,2004-12-01 00:00:00.000,
57853,2,2006-11-01 00:00:00.000,1.0
99071,1,2008-09-01 00:00:00.000,1.0
15177,0,,
93656,2,2005-11-01 00:00:00.000,1.0
52345,1,2008-05-01 00:00:00.000,0.0
58323,1,2005-04-01 00:00:00.000,0.0
46221,0,2007-10-01 00:00:00.000,
29167,2,2008-05-01 00:00:00.000,0.0
2653,2,2004-08-01 00:00:00.000,
79031,2,,
107544,0,,
30345,2,2002-08-01 00:00:00.000,
9857,2,2003-11-01 00:00:00.000,
98210,2,2006-08-01 00:00:00.000,1.0
19381,1,2006-05-01 00:00:00.000,0.0
79355,0,,
80280,0,,
7255,1,2004-06-01 00:00:00.000,0.0
24691,2,2004-01-01 00:00:00.000,
52041,1,2005-02-01 00:00:00.000,
598,1,1990-08-01 00:00:00.000,
29294,1,2004-01-01 00:00:00.000,0.0
40335,1,2008-08-01 00:00:00.000,0.0
19141,1,,
104294,2,2007-03-01 00:00:00.000,0.0
49365,1,2006-08-01 00:00:00.000,
116303,1,1980-11-01 00:00:00.000,
105962,0,,
109555,1,2006-10-01 00:00:00.000,
42837,2,2003-11-01 00:00:00.000,0.0
30289,1,2007-08-01 00:00:00.000,
92132,1,2006-01-01 00:00:00.000,0.0
107800,1,2003-09-01 00:00:00.000,0.0
49923,1,2006-07-01 00:00:00.000,
45417,2,2003-09-01 00:00:00.000,
5821,1,2007-02-01 00:00:00.000,
74063,1,2008-06-01 00:00:00.000,
57581,2,2005-09-01 00:00:00.000,0.0
3877,2,2006-03-01 00:00:00.000,
47658,0,,
79827,2,2005-12-01 00:00:00.000,
24373,2,2007-07-01 00:00:00.000,
59559,0,,
64221,2,2004-08-01 00:00:00.000,
24542,0,2011-06-01 00:00:00.000,
43355,1,2004-02-01 00:00:00.000,0.0
44610,1,,
99728,1,,
677,2,2004-02-01 00:00:00.000,
91013,1,2004-03-01 00:00:00.000,
7316,1,2007-12-01 00:00:00.000,
31261,2,2008-09-01 00:00:00.000,0.0
110244,1,2006-07-01 00:00:00.000,
22010,2,,
7677,2,2018-12-01 00:00:00.000,
41975,0,,
275,2,2004-05-01 00:00:00.000,
75978,2,2003-10-01 00:00:00.000,
61906,1,2004-11-01 00:00:00.000,
5120,1,2004-06-01 00:00:00.000,0.0
4896,2,2006-06-01 00:00:00.000,
41952,0,,
12496,2,2007-12-01 00:00:00.000,
16315,2,2006-07-01 00:00:00.000,
106173,1,2007-11-01 00:00:00.000,1.0
90891,2,2003-08-01 00:00:00.000,0.0
40317,2,,
96491,1,2006-01-01 00:00:00.000,
81726,1,2004-02-01 00:00:00.000,
27339,2,2004-01-01 00:00:00.000,0.0
51925,2,2006-11-01 00:00:00.000,
3041,0,,
72773,1,2005-01-01 00:00:00.000,0.0
76260,2,2006-12-01 00:00:00.000,0.0
33042,0,,
51313,0,,
91881,1,2008-02-01 00:00:00.000,0.0
113087,0,,
35794,1,2004-08-01 00:00:00.000,1.0
75021,1,2004-10-01 00:00:00.000,
33693,2,,
84626,1,2006-11-01 00:00:00.000,
118779,1,2007-11-01 00:00:00.000,
52977,1,2007-08-01 00:00:00.000,0.0
77572,1,2004-12-01 00:00:00.000,
78772,1,,
40213,1,2017-05-01 00:00:00.000,
25154,2,2007-06-01 00:00:00.000,1.0
97081,1,,
62673,2,2005-07-01 00:00:00.000,
5392,2,2008-06-01 00:00:00.000,0.0
85,1,,
35231,1,2006-09-01 00:00:00.000,0.0
50832,1,,
57989,1,2007-04-01 00:00:00.000,
66233,1,2006-05-01 00:00:00.000,1.0
102982,0,,
89031,1,2005-10-01 00:00:00.000,
91154,2,2009-12-01 00:00:00.000,0.0
84739,0,,
2827,2,2007-02-01 00:00:00.000,
49713,1,2006-11-01 00:00:00.000,
19790,2,2004-07-01 00:00:00.000,
67094,1,2004-03-01 00:00:00.000,
49414,2,2005-12-01 00:00:00.000,
54848,2,2006-03-01 00:00:00.000,0.0
14358,0,,
70903,2,2006-07-01 00:00:00.000,0.0
38620,1,2007-03-01 00:00:00.000,
30854,1,2004-04-01 00:00:00.000,
2467,2,2007-03-01 00:00:00.000,0.0
89521,2,2004-07-01 00:00:00.000,0.0
88457,2,2005-05-01 00:00:00.000,
38589,2,,
115298,0,2007-10-01 00:00:00.000,
118357,0,,
9103,2,2005-01-01 00:00:00.000,
95102,2,2007-01-01 00:00:00.000,1.0
46294,2,2007-02-01 00:00:00.000,0.0
3604,1,2005-09-01 00:00:00.000,0.0
115276,2,2006-07-01 00:00:00.000,
65020,2,2010-07-01 00:00:00.000,0.0
4402,2,2003-03-01 00:00:00.000,
30401,1,2004-02-01 00:00:00.000,0.0
89830,1,2006-10-01 00:00:00.000,
55807,0,2005-02-01 00:00:00.000,
55966,2,2003-09-01 00:00:00.000,
54939,0,,
8950,2,2006-03-01 00:00:00.000,0.0
39996,1,2005-01-01 00:00:00.000,1.0
116244,1,2007-08-01 00:00:00.000,0.0
14805,1,2004-01-01 00:00:00.000,
13832,1,2003-02-01 00:00:00.000,0.0
79138,2,,
5325,1,,
90375,1,,
58495,2,,
19011,1,2006-12-01 00:00:00.000,
56791,2,2003-07-01 00:00:00.000,
42428,0,,
100309,1,2004-10-01 00:00:00.000,0.0
13256,1,2006-06-01 00:00:00.000,0.0
24109,2,,
95710,1,,
41317,2,,
56224,2,,
82247,1,2008-01-01 00:00:00.000,
44859,0,,
70655,2,2008-07-01 00:00:00.000,
55246,1,2003-12-01 00:00:00.000,0.0
12712,2,,
16823,0,,
116721,2,2006-09-01 00:00:00.000,1.0
50917,2,2007-08-01 00:00:00.000,1.0
84170,2,2003-05-01 00:00:00.000,
116040,0,,
78290,0,2006-02-01 00:00:00.000,
41566,2,2004-10-01 00:00:00.000,0.0
105798,2,2008-08-01 00:00:00.000,
89695,1,2005-11-01 00:00:00.000,0.0
40505,2,,
4935,0,,
91014,1,2003-09-01 00:00:00.000,0.0
9696,1,2008-03-01 00:00:00.000,
47113,1,2005-06-01 00:00:00.000,
33120,0,,
43265,2,2009-12-01 00:00:00.000,0.0
40409,2,2006-09-01 00:00:00.000,0.0
75402,2,2005-09-01 00:00:00.000,0.0
13681,1,2006-03-01 00:00:00.000,
32784,2,2003-12-01 00:00:00.000,0.0
19644,0,,
42508,1,,
45084,0,,
90069,1,2008-02-01 00:00:00.000,0.0
29514,1,2002-06-01 00:00:00.000,
106799,2,,
62009,0,,
61406,0,,
26552,1,2006-09-01 00:00:00.000,
115367,0,,
1929,2,2004-01-01 00:00:00.000,0.0
111925,1,2004-06-01 00:00:00.000,0.0
60120,2,,
47621,1,2004-08-01 00:00:00.000,
83095,1,2006-03-01 00:00:00.000,
85966,1,2005-08-01 00:00:00.000,0.0
3785,0,,
24054,0,2005-07-01 00:00:00.000,
109762,1,2004-02-01 00:00:00.000,0.0
63909,1,2009-06-01 00:00:00.000,
108450,2,2006-02-01 00:00:00.000,
7369,1,,
40893,1,2004-06-01 00:00:00.000,1.0
107238,2,,
4217,1,2008-02-01 00:00:00.000,
21819,1,,
35172,2,2005-10-01 00:00:00.000,0.0
90974,1,2007-12-01 00:00:00.000,0.0
78773,2,2003-12-01 00:00:00.000,0.0
88625,2,,
32042,1,2008-06-01 00:00:00.000,
77855,1,2006-12-01 00:00:00.000,1.0
31022,2,2009-07-01 00:00:00.000,
27429,2,2006-02-01 00:00:00.000,
91059,2,2003-11-01 00:00:00.000,1.0
28523,2,2005-10-01 00:00:00.000,0.0
37062,2,,
92978,1,2005-09-01 00:00:00.000,
105615,2,,
66453,0,,
75786,2,2010-06-01 00:00:00.000,0.0
85402,2,2008-03-01 00:00:00.000,
7236,2,2005-07-01 00:00:00.000,
113123,2,2008-05-01 00:00:00.000,0.0
27760,2,2003-10-01 00:00:00.000,0.0
79248,0,,
69817,1,2007-04-01 00:00:00.000,1.0
106474,1,2005-05-01 00:00:00.000,
114458,1,2003-09-01 00:00:00.000,0.0
24081,0,,
46759,0,,
100943,0,,
40030,2,2007-10-01 00:00:00.000,
103978,2,2004-10-01 00:00:00.000,0.0
71083,2,2009-03-01 00:00:00.000,
69611,2,2005-04-01 00:00:00.000,1.0
46139,2,2007-04-01 00:00:00.000,0.0
97063,2,2004-03-01 00:00:00.000,
20247,0,,
54912,1,2007-01-01 00:00:00.000,0.0
65556,1,,
57077,1,2003-10-01 00:00:00.000,0.0
107864,2,,
91150,1,2008-01-01 00:00:00.000,
62730,2,2003-10-01 00:00:00.000,1.0
89269,0,,
116310,2,2005-03-01 00:00:00.000,
38337,2,2005-07-01 00:00:00.000,0.0
19769,0,,
107665,1,2006-03-01 00:00:00.000,
84815,2,2003-01-01 00:00:00.000,
72352,1,,
25419,0,,
66068,1,2006-03-01 00:00:00.000,
56407,1,2006-07-01 00:00:00.000,
95385,2,2004-03-01 00:00:00.000,1.0
81044,1,2008-04-01 00:00:00.000,
94698,2,2004-03-01 00:00:00.000,0.0
35958,0,,
30817,1,2008-12-01 00:00:00.000,
87732,2,2006-06-01 00:00:00.000,
30992,2,2005-01-01 00:00:00.000,1.0
16977,2,2006-08-01 00:00:00.000,1.0
65961,0,,
375,2,2006-03-01 00:00:00.000,1.0
45226,2,2007-05-01 00:00:00.000,0.0
113430,2,2008-09-01 00:00:00.000,
75182,2,2003-05-01 00:00:00.000,
113204,0,,
86272,2,2004-06-01 00:00:00.000,
118539,1,2004-03-01 00:00:00.000,0.0
113510,2,2004-11-01 00:00:00.000,
56990,0,,
78583,1,,
47125,1,,
28399,0,,
97422,2,2004-02-01 00:00:00.000,
95643,1,2006-02-01 00:00:00.000,
33878,2,2002-09-01 00:00:00.000,0.0
112742,1,,
113492,0,,
73642,1,,
70299,1,2005-05-01 00:00:00.000,
20807,1,2009-04-01 00:00:00.000,0.0
65778,1,2010-09-01 00:00:00.000,
30533,1,2008-07-01 00:00:00.000,0.0
58513,0,,
87718,2,2008-01-01 00:00:00.000,
12811,0,,
23543,2,2000-01-01 00:00:00.000,
94178,2,2005-01-01 00:00:00.000,
108755,1,1988-06-01 00:00:00.000,
43095,0,,
93867,1,2004-07-01 00:00:00.000,
3513,1,2008-10-01 00:00:00.000,
85200,2,,
24821,1,2004-08-01 00:00:00.000,
114400,0,,
48248,2,2003-12-01 00:00:00.000,1.0
72288,1,,
51423,2,2003-05-01 00:00:00.000,0.0
78763,1,1990-03-01 00:00:00.000,
50736,2,2005-03-01 00:00:00.000,
75106,2,2005-10-01 00:00:00.000,
111284,0,,
35866,2,2007-03-01 00:00:00.000,1.0
59750,2,,
47458,1,2006-12-01 00:00:00.000,0.0
49416,1,2006-05-01 00:00:00.000,
33864,2,,
7759,0,,
92393,1,2008-01-01 00:00:00.000,0.0
116523,0,,
80303,2,2005-04-01 00:00:00.000,1.0
61687,0,,
105799,2,2007-02-01 00:00:00.000,1.0
27087,1,,
43189,1,2006-10-01 00:00:00.000,0.0
56882,2,,
78713,2,2003-09-01 00:00:00.000,1.0
38750,1,2007-08-01 00:00:00.000,0.0
25107,1,2012-02-01 00:00:00.000,
18324,0,,
26626,2,2010-05-01 00:00:00.000,1.0
1811,2,2004-09-01 00:00:00.000,0.0
13119,0,,
32012,2,2009-01-01 00:00:00.000,0.0
112618,1,2005-01-01 00:00:00.000,
112655,2,2004-12-01 00:00:00.000,
110804,0,,
111270,0,,
93096,2,,
94851,1,2007-07-01 00:00:00.000,0.0
13231,2,,
53271,0,,
71230,1,2010-11-01 00:00:00.000,
88764,1,2007-07-01 00:00:00.000,0.0
53840,0,,
110625,2,2004-10-01 00:00:00.000,
44886,0,,
23236,2,2006-05-01 00:00:00.000,1.0
101542,1,2007-06-01 00:00:00.000,0.0
72991,0,,
25582,1,2006-12-01 00:00:00.000,
70549,0,,
90703,0,,
6837,1,2004-05-01 00:00:00.000,0.0
5195,2,2008-01-01 00:00:00.000,
114751,1,2006-06-01 00:00:00.000,
106344,2,2004-08-01 00:00:00.000,0.0
40411,1,2006-01-01 00:00:00.000,0.0
43770,1,2006-06-01 00:00:00.000,1.0
38947,2,,
63332,2,2003-07-01 00:00:00.000,
72165,2,2005-11-01 00:00:00.000,0.0
641,2,2002-11-01 00:00:00.000,
51509,0,2007-09-01 00:00:00.000,
48149,2,2009-09-01 00:00:00.000,
89322,1,,
2689,1,2002-05-01 00:00:00.000,
98696,1,,
97369,2,2006-05-01 00:00:00.000,
36,1,2009-02-01 00:00:00.000,
52998,1,2007-08-01 00:00:00.000,
7298,2,2005-11-01 00:00:00.000,0.0
5317,2,2010-05-01 00:00:00.000,0.0
66076,2,2006-10-01 00:00:00.000,
62483,1,2006-09-01 00:00:00.000,
57290,2,,
15445,1,2011-09-01 00:00:00.000,
38556,1,2003-03-01 00:00:00.000,1.0
100329,2,2009-11-01 00:00:00.000,
94304,1,,
32265,1,,
83178,1,2003-02-01 00:00:00.000,
54009,2,2008-04-01 00:00:00.000,0.0
96130,0,,
64618,0,,
95415,2,2001-04-01 00:00:00.000,
1837,1,2007-12-01 00:00:00.000,
98676,0,,
77627,1,2007-06-01 00:00:00.000,0.0
72648,2,2009-06-01 00:00:00.000,0.0
107472,0,,
43295,0,,
31694,2,2002-12-01 00:00:00.000,
115974,1,2006-06-01 00:00:00.000,
101530,1,2003-10-01 00:00:00.000,
104020,2,,
77018,2,2019-03-01 00:00:00.000,
110802,0,,
19419,0,,
88519,0,,
52088,1,2006-08-01 00:00:00.000,0.0
37147,0,,
12635,2,2004-09-01 00:00:00.000,0.0
65042,1,,
96034,1,2004-12-01 00:00:00.000,
117966,2,2005-11-01 00:00:00.000,
110976,2,2006-12-01 00:00:00.000,0.0
86827,2,2009-06-01 00:00:00.000,0.0
118575,0,,
77872,1,2006-07-01 00:00:00.000,0.0
38573,1,2007-04-01 00:00:00.000,
21071,1,,
6244,2,2005-09-01 00:00:00.000,0.0
75217,1,,
115675,1,1973-05-01 00:00:00.000,
27427,0,,
116582,2,2006-04-01 00:00:00.000,0.0
102586,1,,
72848,0,,
37698,0,,
80878,1,2004-03-01 00:00:00.000,1.0
27317,1,2006-10-01 00:00:00.000,0.0
44829,0,,
63490,1,2004-09-01 00:00:00.000,
24034,0,,
12696,1,2008-01-01 00:00:00.000,1.0
105187,2,2005-01-01 00:00:00.000,0.0
92231,0,,
101820,1,2005-03-01 00:00:00.000,1.0
59211,0,,
67069,2,2006-11-01 00:00:00.000,
117139,1,2006-02-01 00:00:00.000,
82434,2,,
83947,0,,
73747,2,2004-04-01 00:00:00.000,0.0
98854,0,,
12875,1,,
9147,2,2008-07-01 00:00:00.000,
100946,0,1950-01-01 00:00:00.000,
52303,0,,
84714,1,2007-05-01 00:00:00.000,1.0
59691,0,,
64450,0,,
45826,1,2003-09-01 00:00:00.000,
87613,2,2003-10-01 00:00:00.000,0.0
6926,1,,
29953,1,2006-02-01 00:00:00.000,
29614,2,2004-10-01 00:00:00.000,
16003,0,,
657,1,2008-05-01 00:00:00.000,
37385,0,,
15865,0,,
33914,1,2005-05-01 00:00:00.000,
61539,2,2007-06-01 00:00:00.000,
12448,1,2007-03-01 00:00:00.000,
75985,1,1986-07-01 00:00:00.000,
102366,2,2003-09-01 00:00:00.000,
115876,2,2010-08-01 00:00:00.000,
65742,0,,
114983,1,2003-06-01 00:00:00.000,0.0
37844,1,2004-11-01 00:00:00.000,
56401,1,2010-03-01 00:00:00.000,
70635,1,2004-11-01 00:00:00.000,
91922,1,2007-12-01 00:00:00.000,
85037,1,2004-06-01 00:00:00.000,
55955,2,2008-09-01 00:00:00.000,
114201,2,2004-07-01 00:00:00.000,
93510,1,2004-12-01 00:00:00.000,0.0
50958,1,2005-11-01 00:00:00.000,
29668,0,,
34990,1,1981-11-01 00:00:00.000,
63810,1,2003-05-01 00:00:00.000,
45672,2,2007-02-01 00:00:00.000,
51478,1,2007-11-01 00:00:00.000,0.0
76741,1,,
68539,2,,
15939,1,2005-05-01 00:00:00.000,
5942,2,2007-09-01 00:00:00.000,
43291,1,2008-03-01 00:00:00.000,
36557,2,2005-06-01 00:00:00.000,
71841,0,,
104994,2,2004-08-01 00:00:00.000,1.0
65388,0,,
113907,0,,
2588,1,2014-01-01 00:00:00.000,0.0
48144,0,,
88013,1,2005-12-01 00:00:00.000,
86259,2,,
89967,2,2007-09-01 00:00:00.000,1.0
112895,1,2007-03-01 00:00:00.000,0.0
31464,1,2003-12-01 00:00:00.000,1.0
32298,1,2009-12-01 00:00:00.000,0.0
86732,0,,
8387,1,2004-03-01 00:00:00.000,
13821,2,2004-04-01 00:00:00.000,0.0
67156,2,2010-03-01 00:00:00.000,0.0
23519,2,2003-07-01 00:00:00.000,
1194,2,2006-01-01 00:00:00.000,1.0
99808,0,,
65640,1,2001-05-01 00:00:00.000,
104892,2,2004-06-01 00:00:00.000,
92664,1,2007-12-01 00:00:00.000,
29574,1,2007-01-01 00:00:00.000,
53868,2,2003-12-01 00:00:00.000,0.0
33181,1,2004-04-01 00:00:00.000,
117322,1,,
102198,2,2003-11-01 00:00:00.000,
66483,0,,
101336,2,2006-07-01 00:00:00.000,
117496,2,2003-12-01 00:00:00.000,0.0
21157,2,2003-12-01 00:00:00.000,1.0
36066,1,2006-05-01 00:00:00.000,1.0
76328,1,2007-02-01 00:00:00.000,0.0
99105,1,2008-01-01 00:00:00.000,
102196,1,,
100237,0,,
46171,1,2010-12-01 00:00:00.000,
66878,1,2004-09-01 00:00:00.000,
110787,0,,
30153,1,2012-12-01 00:00:00.000,
57121,0,,
60158,2,2009-12-01 00:00:00.000,
77781,1,2006-01-01 00:00:00.000,
24502,0,,
2623,2,2007-08-01 00:00:00.000,0.0
53308,2,2002-10-01 00:00:00.000,
91654,0,,
84765,2,2006-05-01 00:00:00.000,
1127,1,2002-09-01 00:00:00.000,
87992,2,2006-09-01 00:00:00.000,1.0
99757,0,,
22794,1,2004-10-01 00:00:00.000,
110340,1,2006-07-01 00:00:00.000,
109519,2,2006-02-01 00:00:00.000,
59379,0,,
55916,1,,
71746,1,2006-01-01 00:00:00.000,0.0
1319,2,2012-07-01 00:00:00.000,0.0
105200,0,,
46194,0,,
45750,2,2004-04-01 00:00:00.000,0.0
118259,0,,
72180,1,2007-07-01 00:00:00.000,
85627,2,2006-07-01 00:00:00.000,1.0
103940,2,2006-02-01 00:00:00.000,
33154,1,2003-09-01 00:00:00.000,
33462,2,2003-03-01 00:00:00.000,0.0
67468,0,2007-10-01 00:00:00.000,
28422,1,2006-08-01 00:00:00.000,
12738,2,2006-10-01 00:00:00.000,0.0
87590,2,2010-04-01 00:00:00.000,0.0
53981,0,,
74381,1,2004-12-01 00:00:00.000,
74635,2,2007-04-01 00:00:00.000,0.0
83667,0,,
116222,1,1982-08-01 00:00:00.000,
47589,0,,
103410,2,2006-01-01 00:00:00.000,
4303,1,2004-12-01 00:00:00.000,
78978,1,,
53486,2,2004-10-01 00:00:00.000,1.0
36721,2,2005-12-01 00:00:00.000,
75412,2,2004-04-01 00:00:00.000,
22213,0,,
17541,1,2002-11-01 00:00:00.000,
62918,2,2003-08-01 00:00:00.000,0.0
99860,1,2004-09-01 00:00:00.000,0.0
76845,1,2008-09-01 00:00:00.000,
98850,2,2003-04-01 00:00:00.000,
98930,2,2002-12-01 00:00:00.000,
62343,1,2007-03-01 00:00:00.000,
73757,1,2005-09-01 00:00:00.000,
12033,1,2008-10-01 00:00:00.000,
109386,1,,
108105,0,,
24254,2,,
98325,1,,
19269,2,2007-07-01 00:00:00.000,1.0
116425,2,2005-08-01 00:00:00.000,
8498,2,2006-06-01 00:00:00.000,
63657,2,2020-01-01 00:00:00.000,
82167,1,,
38711,2,2006-02-01 00:00:00.000,
92294,2,2004-10-01 00:00:00.000,0.0
43240,1,2005-03-01 00:00:00.000,
107971,2,2010-11-01 00:00:00.000,
52486,2,2004-04-01 00:00:00.000,
18282,1,2008-10-01 00:00:00.000,
49140,1,2007-05-01 00:00:00.000,1.0
62634,0,,
84422,1,,
52953,2,2006-08-01 00:00:00.000,
112828,0,,
79883,0,,
18450,0,,
40262,1,,
112798,1,2003-10-01 00:00:00.000,1.0
115753,2,2003-06-01 00:00:00.000,
36905,1,2008-02-01 00:00:00.000,
109169,0,,
79624,2,2018-04-01 00:00:00.000,
22562,2,2004-02-01 00:00:00.000,
71614,1,2004-05-01 00:00:00.000,0.0
94159,1,2006-09-01 00:00:00.000,1.0
59358,2,2005-10-01 00:00:00.000,
16467,2,2006-06-01 00:00:00.000,0.0
66145,1,2005-09-01 00:00:00.000,
48959,1,2003-01-01 00:00:00.000,0.0
109624,1,2004-05-01 00:00:00.000,1.0
13834,1,2003-05-01 00:00:00.000,
62704,2,2006-07-01 00:00:00.000,
44036,2,2002-08-01 00:00:00.000,
53630,1,2003-10-01 00:00:00.000,
116656,1,2008-02-01 00:00:00.000,
69914,0,,
46122,0,,
94207,1,,
103167,2,2007-03-01 00:00:00.000,
53365,1,2004-10-01 00:00:00.000,
101792,2,2009-02-01 00:00:00.000,
47,0,,
106916,2,2005-09-01 00:00:00.000,1.0
5455,1,2004-11-01 00:00:00.000,
3517,1,2008-10-01 00:00:00.000,
50280,1,2012-06-01 00:00:00.000,1.0
100145,1,2027-10-01 00:00:00.000,
40763,1,2003-03-01 00:00:00.000,
83562,2,2006-06-01 00:00:00.000,0.0
93061,2,2006-01-01 00:00:00.000,
89818,0,,
118961,1,2006-11-01 00:00:00.000,1.0
58576,1,2005-11-01 00:00:00.000,
24770,1,2003-08-01 00:00:00.000,0.0
46175,0,,
25649,2,2004-08-01 00:00:00.000,0.0
63345,2,2004-08-01 00:00:00.000,
25908,2,,
104133,2,2004-05-01 00:00:00.000,1.0
117327,1,2008-02-01 00:00:00.000,0.0
27150,1,2013-07-01 00:00:00.000,0.0
43444,0,,
36269,2,2010-12-01 00:00:00.000,
30806,1,2007-04-01 00:00:00.000,
2118,2,2003-07-01 00:00:00.000,
110046,2,,
67807,1,2011-09-01 00:00:00.000,0.0
91270,1,2004-03-01 00:00:00.000,1.0
24586,2,2006-07-01 00:00:00.000,
75621,2,2005-06-01 00:00:00.000,0.0
