QuestionId,SubjectId
19559,"[3, 71, 92, 278]"
9110,"[3, 49, 61, 173]"
3196,"[3, 49, 54, 259, 260]"
10648,"[3, 71, 176, 177]"
2912,"[3, 49, 62, 252]"
12702,"[3, 49, 62, 253]"
25634,"[3, 49, 50, 62, 152, 252]"
7360,"[3, 49, 52, 153]"
21066,"[3, 101, 110, 111, 348]"
21918,"[3, 49, 59, 166]"
26294,"[3, 49, 50, 152]"
5674,"[3, 32, 35, 44, 217, 234, 236, 331, 1263]"
14899,"[3, 49, 62, 70, 252]"
25814,"[3, 71, 89, 271]"
6476,"[3, 49, 64, 66, 154]"
24484,"[3, 49, 50, 62, 66, 70, 152, 154, 252]"
6994,"[3, 32, 36, 41, 44, 224, 235, 331]"
18918,"[3, 32, 34, 141, 214]"
1820,"[3, 49, 61, 171]"
21685,"[3, 32, 36, 222]"
13890,"[3, 32, 36, 144, 222, 1203]"
8862,"[3, 32, 36, 224]"
18741,"[3, 32, 38, 239]"
13610,"[3, 49, 50, 152]"
4921,"[3, 32, 39, 231]"
664,"[3, 32, 44, 234]"
19415,"[3, 32, 38, 238]"
10896,"[3, 32, 38, 44, 234, 239]"
26838,"[3, 32, 44, 234]"
25834,"[3, 71, 74, 181, 183]"
5924,"[3, 71, 74, 181, 183]"
23649,"[3, 71, 74, 181, 183]"
2884,"[3, 71, 85, 176]"
6095,"[3, 71, 85, 176]"
3532,"[3, 71, 87, 176]"
1862,"[3, 71, 85, 176]"
21160,"[3, 71, 87, 176]"
22294,"[3, 71, 85, 176]"
12870,"[3, 71, 176, 177]"
25119,"[3, 71, 176, 657]"
10122,"[3, 71, 176, 657]"
15945,"[3, 71, 87, 176]"
5543,"[3, 71, 100, 188, 1186]"
22722,"[3, 71, 176, 657]"
3014,"[3, 71, 100, 1186]"
391,"[3, 49, 255, 1078]"
21575,"[3, 49, 255, 1079]"
21407,"[3, 49, 255, 1077]"
11037,"[3, 49, 67, 156]"
15334,"[3, 49, 67, 156]"
12276,"[3, 49, 255, 1078]"
26033,"[3, 49, 255, 1079]"
8812,"[3, 49, 255, 1078]"
3619,"[3, 49, 255, 1077]"
15375,"[3, 49, 255, 1077]"
3725,"[3, 49, 255, 1077]"
17119,"[3, 49, 255, 1077]"
2771,"[3, 49, 255, 1077]"
6093,"[3, 49, 67, 156]"
7475,"[3, 49, 67, 156]"
9930,"[3, 49, 255, 1078]"
7814,"[3, 49, 255, 1079]"
19048,"[3, 49, 255, 1078]"
26384,"[3, 49, 255, 1077]"
6101,"[3, 49, 255, 1077]"
17843,"[3, 49, 255, 1077]"
3224,"[3, 49, 255, 1077]"
7155,"[3, 49, 255, 1077]"
4737,"[3, 71, 74, 439]"
14074,"[3, 71, 73, 74]"
15604,"[3, 71, 74, 181]"
25232,"[3, 71, 74, 439]"
22832,"[3, 71, 74, 181]"
10441,"[3, 71, 74, 181, 439]"
16236,"[3, 71, 74, 181]"
11103,"[3, 71, 74, 181]"
5604,"[3, 71, 74, 182]"
21778,"[3, 71, 74, 182]"
26628,"[3, 71, 74, 182]"
25792,"[3, 71, 74, 182]"
5428,"[3, 71, 74, 439]"
1812,"[3, 71, 74, 439]"
9530,"[3, 32, 39, 225]"
18877,"[3, 32, 39, 225]"
24503,"[3, 32, 39, 225]"
10465,"[3, 32, 38, 237]"
4171,"[3, 32, 39, 230]"
10557,"[3, 32, 39, 226]"
25798,"[3, 32, 39, 231]"
23874,"[3, 32, 39, 231]"
622,"[3, 32, 39, 228]"
16481,"[3, 32, 39, 232]"
5864,"[3, 32, 39, 226]"
1655,"[3, 32, 39, 231]"
10385,"[3, 32, 39, 230]"
12351,"[3, 32, 39, 231]"
11941,"[3, 32, 39, 230, 232]"
20371,"[3, 32, 38, 1082]"
498,"[3, 32, 38, 1082]"
11404,"[3, 32, 144, 203, 204]"
22456,"[3, 32, 144, 204]"
5873,"[3, 32, 141, 214]"
25393,"[3, 32, 141, 215]"
4526,"[3, 32, 141, 215]"
15949,"[3, 32, 34, 141]"
11611,"[3, 32, 34, 141]"
3699,"[3, 32, 34, 141]"
3028,"[3, 32, 34, 141]"
19778,"[3, 32, 34, 141]"
24830,"[3, 32, 141, 215]"
115,"[3, 32, 141, 214]"
5785,"[3, 32, 34, 141]"
17942,"[3, 32, 34, 141]"
21155,"[3, 32, 44, 233]"
19879,"[3, 32, 44, 233]"
23633,"[3, 32, 44, 233]"
15671,"[3, 32, 44, 233]"
3112,"[3, 32, 44, 233]"
2262,"[3, 32, 44, 233]"
8914,"[3, 32, 44, 233]"
1987,"[3, 32, 38, 238]"
6688,"[3, 32, 44, 233]"
11768,"[3, 32, 44, 234]"
12211,"[3, 32, 44, 234]"
4139,"[3, 32, 44, 233]"
24521,"[3, 32, 44, 233]"
12220,"[3, 32, 44, 234]"
11343,"[3, 32, 35, 46, 217, 331, 332, 334]"
11354,"[3, 32, 46, 240]"
26076,"[3, 32, 46, 242]"
2669,"[3, 32, 46, 240]"
5259,"[3, 32, 46, 240]"
15168,"[3, 32, 46, 242]"
8565,"[3, 32, 46, 242]"
9913,"[3, 32, 46, 242]"
19142,"[3, 32, 46, 242]"
409,"[3, 32, 46, 240]"
5243,"[3, 32, 46, 242]"
12905,"[3, 32, 46, 242]"
19104,"[3, 32, 46, 1059]"
10550,"[3, 32, 46, 240]"
23785,"[3, 32, 46, 242]"
24194,"[3, 49, 64, 154]"
15089,"[3, 49, 64, 154, 649]"
22086,"[3, 49, 64, 154, 649]"
18526,"[3, 49, 64, 154]"
17066,"[3, 49, 64, 154]"
26257,"[3, 49, 67, 156]"
8413,"[3, 49, 67, 156]"
3312,"[3, 49, 64, 154]"
20438,"[3, 49, 67, 156]"
22400,"[3, 49, 67, 156]"
9798,"[3, 49, 64, 154]"
7401,"[3, 49, 64, 154]"
2978,"[3, 49, 64, 154]"
8355,"[3, 49, 67, 156]"
18627,"[3, 32, 40, 246]"
27346,"[3, 32, 40, 245]"
9861,"[3, 32, 40, 246]"
26920,"[3, 32, 40, 246]"
15161,"[3, 32, 40, 245]"
12642,"[3, 32, 40, 245]"
7776,"[3, 32, 40, 247]"
23477,"[3, 32, 40, 247]"
6565,"[3, 32, 40, 247]"
780,"[3, 32, 40, 247]"
24533,"[3, 49, 62, 253]"
25508,"[3, 32, 40, 247]"
6498,"[3, 32, 40, 247]"
176,"[3, 32, 40, 247]"
7992,"[3, 32, 40, 247]"
20515,"[3, 32, 40, 47]"
15262,"[3, 32, 40, 47]"
20943,"[3, 32, 40, 47]"
11917,"[3, 32, 40, 47]"
6804,"[3, 32, 40, 47]"
20513,"[3, 32, 40, 47]"
25270,"[3, 32, 40, 47]"
20131,"[3, 32, 40, 47]"
6566,"[3, 32, 40, 47]"
2213,"[3, 32, 40, 47]"
13941,"[3, 32, 40, 47]"
5084,"[3, 32, 40, 47]"
18243,"[3, 32, 40, 47]"
5643,"[3, 32, 40, 47]"
18144,"[3, 32, 40, 47]"
24816,"[3, 101, 111, 348]"
10293,"[3, 101, 348, 349]"
17554,"[3, 101, 111, 348]"
14459,"[3, 101, 348, 349]"
3389,"[3, 32, 144, 1636]"
7326,"[3, 101, 342, 1650]"
5514,"[3, 101, 348, 349]"
2732,"[3, 101, 111, 348]"
25962,"[3, 101, 110, 348]"
7527,"[3, 32, 39, 101, 111, 230, 348]"
24836,"[3, 101, 110, 348]"
27548,"[3, 101, 110, 348]"
14342,"[3, 101, 348, 353]"
12786,"[3, 32, 48, 248]"
11915,"[3, 32, 48, 248]"
10817,"[3, 32, 48, 248]"
8153,"[3, 32, 48, 249]"
2661,"[3, 32, 48, 250]"
24751,"[3, 32, 48, 249]"
16132,"[3, 32, 48, 249]"
24367,"[3, 32, 48, 250]"
13740,"[3, 32, 48, 249, 250]"
19360,"[3, 32, 48, 249]"
8258,"[3, 49, 158, 159]"
13016,"[3, 49, 158, 159]"
25302,"[3, 49, 158, 159]"
1983,"[3, 49, 158, 159]"
26079,"[3, 49, 158, 159]"
14862,"[3, 49, 54, 158, 159, 264]"
30,"[3, 49, 54, 158, 159, 264]"
6792,"[3, 49, 54, 158, 159, 264]"
22755,"[3, 49, 54, 158, 159, 264]"
8551,"[3, 49, 54, 158, 159, 263]"
8686,"[3, 49, 158, 159]"
26791,"[3, 49, 158, 159]"
17792,"[3, 49, 158, 159]"
20764,"[3, 49, 158, 159]"
7341,"[3, 49, 158, 159]"
3223,"[3, 49, 54, 158, 159, 264]"
18437,"[3, 49, 54, 158, 159, 264]"
8845,"[3, 49, 54, 158, 159, 264]"
7589,"[3, 49, 54, 158, 159, 264]"
16197,"[3, 49, 54, 158, 159, 263]"
21888,"[3, 101, 115, 342]"
4005,"[3, 101, 115, 342]"
10875,"[3, 101, 115, 342]"
6441,"[3, 101, 115, 342]"
129,"[3, 101, 115, 342]"
12845,"[3, 101, 115, 342]"
24845,"[3, 101, 115, 342]"
4027,"[3, 101, 115, 342]"
27400,"[3, 101, 115, 342]"
15083,"[3, 101, 115, 342]"
26082,"[3, 101, 115, 342]"
22319,"[3, 101, 115, 342]"
16997,"[3, 101, 115, 342]"
14680,"[3, 101, 115, 342]"
9282,"[3, 101, 115, 342]"
16950,"[3, 101, 115, 342]"
8025,"[3, 101, 115, 342]"
3134,"[3, 101, 115, 342]"
22897,"[3, 101, 115, 342]"
19000,"[3, 101, 115, 342]"
22464,"[3, 101, 115, 342]"
23127,"[3, 101, 115, 342]"
10934,"[3, 101, 115, 342]"
2623,"[3, 101, 115, 342]"
20151,"[3, 101, 115, 342]"
8220,"[3, 101, 115, 342]"
21347,"[3, 101, 115, 342]"
11602,"[3, 101, 115, 342]"
16054,"[3, 101, 115, 342]"
8272,"[3, 101, 115, 342]"
10727,"[3, 49, 68, 163]"
22499,"[3, 49, 68, 163]"
18060,"[3, 49, 68, 163]"
17142,"[3, 49, 68, 163]"
6078,"[3, 49, 68, 163]"
422,"[3, 49, 68, 163]"
8117,"[3, 49, 68, 163]"
455,"[3, 49, 68, 163]"
23894,"[3, 49, 68, 163]"
23220,"[3, 49, 68, 163]"
18691,"[3, 49, 68, 163]"
13966,"[3, 49, 68, 163]"
22601,"[3, 49, 68, 163]"
9297,"[3, 49, 68, 163]"
15058,"[3, 49, 68, 163]"
15653,"[3, 49, 68, 163]"
15220,"[3, 49, 68, 163]"
19898,"[3, 49, 68, 163]"
22164,"[3, 49, 68, 163]"
8075,"[3, 49, 68, 163]"
10874,"[3, 49, 68, 163]"
21727,"[3, 49, 68, 163]"
9933,"[3, 49, 68, 163]"
15959,"[3, 49, 68, 163]"
18005,"[3, 49, 68, 163]"
5046,"[3, 49, 68, 163]"
27451,"[3, 49, 68, 163]"
18826,"[3, 49, 68, 163]"
8228,"[3, 49, 68, 163]"
12579,"[3, 49, 68, 163]"
940,"[3, 71, 97, 279]"
4343,"[3, 71, 97, 279]"
4891,"[3, 71, 97, 279]"
10527,"[3, 71, 97, 279]"
17945,"[3, 71, 97, 279]"
8751,"[3, 71, 97, 279]"
9560,"[3, 71, 97, 279]"
11018,"[3, 71, 97, 279]"
23836,"[3, 71, 97, 279]"
13364,"[3, 71, 97, 279]"
12566,"[3, 71, 97, 279]"
17499,"[3, 71, 97, 279]"
8459,"[3, 71, 97, 279]"
10053,"[3, 71, 97, 279]"
24283,"[3, 71, 97, 279]"
19129,"[3, 71, 97, 279]"
1667,"[3, 71, 97, 279]"
17924,"[3, 71, 97, 279]"
13581,"[3, 71, 97, 279]"
25422,"[3, 71, 97, 279]"
1761,"[3, 71, 97, 279]"
27079,"[3, 71, 97, 279]"
3674,"[3, 71, 97, 279]"
4403,"[3, 71, 97, 279]"
15826,"[3, 71, 97, 279]"
1226,"[3, 71, 97, 279]"
22285,"[3, 71, 97, 279]"
6326,"[3, 71, 97, 279]"
285,"[3, 71, 97, 279]"
19346,"[3, 71, 97, 279]"
11111,"[3, 71, 97, 279]"
5301,"[3, 71, 97, 279]"
12182,"[3, 71, 97, 279]"
745,"[3, 71, 100, 189]"
21158,"[3, 71, 100, 189]"
11797,"[3, 71, 100, 189]"
6780,"[3, 71, 100, 189]"
27304,"[3, 71, 100, 189]"
14469,"[3, 71, 100, 189]"
14141,"[3, 71, 100, 1649]"
6179,"[3, 71, 100, 1649]"
27178,"[3, 71, 100, 189]"
23408,"[3, 71, 72, 100, 271, 1649]"
9938,"[3, 71, 100, 1649]"
4296,"[3, 71, 100, 189]"
14585,"[3, 71, 100, 189]"
19196,"[3, 71, 100, 189]"
2541,"[3, 71, 100, 189]"
23499,"[3, 71, 100, 189]"
4177,"[3, 71, 100, 189]"
53,"[3, 71, 100, 189]"
24863,"[3, 71, 100, 1649]"
25217,"[3, 71, 100, 1649]"
4433,"[3, 71, 100, 189]"
15881,"[3, 71, 100, 189]"
10549,"[3, 71, 72, 100, 271, 1649]"
11979,"[3, 71, 100, 1649]"
6028,"[3, 49, 60, 71, 100, 156, 1649]"
13185,"[3, 71, 100, 189]"
26059,"[3, 71, 100, 189]"
15316,"[3, 71, 100, 189]"
3490,"[3, 71, 100, 189]"
20439,"[3, 71, 100, 189]"
19939,"[3, 71, 100, 189]"
5987,"[3, 71, 100, 189]"
3225,"[3, 71, 100, 1649]"
14861,"[3, 71, 100, 1649]"
12882,"[3, 71, 100, 189]"
21368,"[3, 71, 100, 189]"
16423,"[3, 71, 72, 100, 271, 1649]"
12492,"[3, 71, 100, 1649]"
15468,"[3, 49, 60, 71, 100, 156, 1649]"
356,"[3, 71, 100, 1649]"
25130,"[3, 71, 99, 283]"
1968,"[3, 71, 99, 283]"
12952,"[3, 71, 99, 283]"
465,"[3, 71, 95, 99, 278, 1185]"
4272,"[3, 71, 95, 99, 278, 1185]"
3939,"[3, 71, 95, 99, 278, 1185]"
281,"[3, 71, 99, 284]"
10290,"[3, 71, 99, 284]"
18592,"[3, 71, 99, 284]"
5629,"[3, 71, 99, 283]"
11997,"[3, 71, 99, 283]"
22531,"[3, 71, 99, 283]"
10180,"[3, 71, 99, 283]"
17762,"[3, 71, 99, 283]"
18871,"[3, 71, 95, 99, 278, 1185]"
442,"[3, 71, 95, 99, 278, 1185]"
20152,"[3, 71, 95, 99, 278, 1185]"
26527,"[3, 71, 99, 284]"
3598,"[3, 71, 99, 284]"
4325,"[3, 71, 99, 284]"
5488,"[3, 71, 99, 284]"
848,"[3, 71, 99, 283]"
8613,"[3, 71, 99, 283]"
20731,"[3, 71, 99, 283]"
12264,"[3, 71, 99, 283]"
9791,"[3, 71, 99, 283]"
24603,"[3, 71, 95, 99, 278, 1185]"
25041,"[3, 71, 95, 99, 278, 1185]"
7957,"[3, 71, 95, 99, 278, 1185]"
8415,"[3, 71, 99, 284]"
7609,"[3, 71, 99, 284]"
13568,"[3, 71, 99, 284]"
12558,"[3, 71, 99, 284]"
8191,"[3, 49, 50, 51, 64, 65, 152, 154, 255, 1078, 1080]"
18541,"[3, 32, 45, 243]"
15821,"[3, 32, 45, 243]"
27397,"[3, 32, 45, 244]"
9673,"[3, 32, 45, 243]"
9245,"[3, 49, 67, 156]"
17539,"[3, 49, 67, 156]"
21930,"[3, 32, 45, 243]"
13699,"[3, 32, 45, 243]"
24378,"[3, 32, 45, 243]"
12667,"[3, 32, 45, 243]"
11388,"[3, 32, 45, 243]"
25869,"[3, 32, 45, 243]"
11185,"[3, 32, 45, 244]"
273,"[3, 32, 45, 243]"
5019,"[3, 49, 67, 156]"
7305,"[3, 49, 67, 156]"
13248,"[3, 32, 45, 243]"
22649,"[3, 32, 45, 243]"
24915,"[3, 32, 45, 243]"
2879,"[3, 32, 45, 244]"
7248,"[3, 32, 45, 243, 244]"
861,"[3, 32, 45, 243]"
19505,"[3, 32, 45, 243]"
24563,"[3, 32, 45, 243]"
27492,"[3, 32, 45, 243]"
3844,"[3, 32, 45, 244]"
19633,"[3, 32, 45, 243]"
4790,"[3, 49, 67, 156]"
25863,"[3, 49, 67, 156]"
485,"[3, 32, 45, 243]"
4413,"[3, 32, 45, 243]"
2506,"[3, 32, 45, 243]"
23260,"[3, 32, 45, 244]"
11055,"[3, 32, 45, 243, 244]"
22798,"[3, 101, 111, 348]"
7205,"[3, 101, 111, 348]"
15036,"[3, 101, 111, 348]"
14177,"[3, 101, 110, 348]"
27289,"[3, 101, 110, 348]"
1420,"[3, 101, 348, 350]"
7524,"[3, 101, 342, 344]"
25145,"[3, 101, 111, 348]"
11511,"[3, 101, 111, 348]"
20046,"[3, 101, 111, 348]"
8987,"[3, 101, 111, 348]"
24188,"[3, 101, 110, 348]"
16862,"[3, 101, 110, 348]"
23626,"[3, 101, 348, 350]"
5651,"[3, 101, 111, 348]"
3193,"[3, 101, 342, 344]"
11293,"[3, 101, 342, 344]"
19204,"[3, 101, 112, 348, 349]"
25169,"[3, 101, 111, 348, 349]"
14597,"[3, 101, 111, 348]"
7452,"[3, 101, 111, 348]"
16556,"[3, 101, 111, 348]"
27039,"[3, 101, 111, 348]"
26689,"[3, 101, 110, 348]"
16148,"[3, 101, 110, 348]"
25044,"[3, 101, 348, 350]"
1232,"[3, 101, 111, 348]"
12565,"[3, 101, 342, 344]"
3914,"[3, 101, 342, 344]"
5480,"[3, 101, 112, 348, 349]"
15698,"[3, 101, 111, 348, 349]"
2056,"[3, 49, 55, 265]"
3822,"[3, 49, 55, 265]"
12576,"[3, 49, 55, 265]"
9783,"[3, 49, 55, 265]"
24756,"[3, 49, 55, 267]"
27430,"[3, 49, 55, 266]"
9139,"[3, 49, 55, 265]"
18836,"[3, 49, 55, 265]"
27149,"[3, 49, 55, 265]"
23338,"[3, 49, 55, 268]"
1607,"[3, 49, 55, 266]"
19535,"[3, 49, 55, 265]"
7159,"[3, 49, 55, 265]"
17927,"[3, 49, 55, 265]"
3430,"[3, 49, 55, 265]"
8829,"[3, 49, 55, 267]"
7608,"[3, 49, 55, 266]"
21207,"[3, 49, 55, 265]"
20997,"[3, 49, 55, 265]"
26732,"[3, 49, 55, 265]"
13594,"[3, 49, 55, 268]"
20271,"[3, 49, 55, 265]"
4947,"[3, 49, 55, 266]"
1373,"[3, 49, 55, 266]"
12393,"[3, 49, 55, 266]"
1054,"[3, 49, 55, 265]"
17404,"[3, 49, 55, 265]"
19787,"[3, 49, 55, 265]"
64,"[3, 49, 55, 265]"
23467,"[3, 49, 55, 267]"
17150,"[3, 49, 55, 266]"
22205,"[3, 49, 55, 265]"
189,"[3, 49, 55, 265]"
22924,"[3, 49, 55, 265]"
2,"[3, 49, 55, 268]"
20142,"[3, 49, 55, 265]"
11942,"[3, 49, 55, 266]"
6249,"[3, 49, 55, 266]"
14567,"[3, 49, 55, 266]"
24221,"[3, 32, 44, 236]"
5793,"[3, 32, 44, 236]"
26206,"[3, 32, 44, 236]"
22646,"[3, 32, 44, 236]"
214,"[3, 32, 44, 236]"
25934,"[3, 32, 44, 236]"
2750,"[3, 32, 44, 236]"
14103,"[3, 32, 44, 236]"
10407,"[3, 32, 44, 236]"
1156,"[3, 32, 44, 234]"
15466,"[3, 49, 61, 173]"
2120,"[3, 49, 61, 173]"
6344,"[3, 32, 44, 236]"
27405,"[3, 32, 44, 236]"
15421,"[3, 32, 44, 236]"
5944,"[3, 32, 44, 236]"
21790,"[3, 32, 44, 236]"
20335,"[3, 32, 44, 236]"
2148,"[3, 32, 44, 236]"
16615,"[3, 32, 44, 236]"
12916,"[3, 32, 44, 236]"
18011,"[3, 32, 44, 234]"
4817,"[3, 49, 61, 173]"
11579,"[3, 49, 61, 173]"
16306,"[3, 71, 97, 280]"
24340,"[3, 71, 97, 280]"
16175,"[3, 71, 97, 280]"
5061,"[3, 71, 97, 280]"
5776,"[3, 71, 97, 280]"
5189,"[3, 71, 97, 280]"
17467,"[3, 71, 97, 280]"
23035,"[3, 71, 97, 280]"
2182,"[3, 71, 97, 280]"
17810,"[3, 71, 97, 280]"
13014,"[3, 71, 97, 280]"
9381,"[3, 71, 97, 280]"
8581,"[3, 71, 97, 280]"
3370,"[3, 71, 97, 280]"
7954,"[3, 71, 97, 280]"
23403,"[3, 71, 97, 280]"
18562,"[3, 71, 97, 280]"
21580,"[3, 71, 97, 280]"
5544,"[3, 71, 97, 280]"
2606,"[3, 71, 97, 280]"
20607,"[3, 71, 97, 280]"
10604,"[3, 71, 97, 280]"
2235,"[3, 71, 97, 280]"
23625,"[3, 71, 97, 280]"
19736,"[3, 71, 97, 280]"
11214,"[3, 71, 97, 280]"
346,"[3, 71, 97, 280]"
12910,"[3, 71, 97, 280]"
369,"[3, 71, 97, 280]"
3544,"[3, 71, 97, 280]"
21249,"[3, 49, 58, 71, 79, 158, 269]"
8475,"[3, 49, 58, 71, 79, 158, 269]"
19708,"[3, 49, 81, 409]"
19911,"[3, 49, 58, 71, 79, 158, 269]"
16807,"[3, 49, 54, 81, 261, 409]"
9396,"[3, 49, 58, 71, 79, 158, 269]"
24111,"[3, 49, 58, 71, 79, 158, 269]"
2416,"[3, 49, 54, 260]"
19380,"[3, 49, 58, 71, 79, 158, 269]"
24375,"[3, 49, 58, 71, 79, 158, 269]"
2295,"[3, 49, 54, 81, 261, 409]"
15780,"[3, 49, 54, 260]"
6850,"[3, 49, 81, 409]"
26586,"[3, 49, 58, 71, 79, 158, 269]"
4913,"[3, 49, 54, 81, 261, 409]"
2086,"[3, 49, 58, 71, 79, 158, 269]"
2418,"[3, 49, 58, 71, 79, 158, 269]"
7334,"[3, 49, 54, 260]"
11155,"[3, 49, 58, 71, 79, 158, 269]"
13771,"[3, 49, 58, 71, 79, 158, 269]"
20219,"[3, 49, 54, 81, 261, 409]"
5550,"[3, 49, 54, 260]"
16233,"[3, 49, 50, 62, 152, 251]"
2458,"[3, 49, 52, 153]"
24311,"[3, 49, 51, 152]"
16721,"[3, 49, 52, 153]"
10156,"[3, 49, 153, 254]"
3123,"[3, 49, 156, 157]"
19955,"[3, 49, 67, 156]"
13122,"[3, 49, 60, 156]"
2710,"[3, 49, 255, 1078]"
6910,"[3, 119, 146, 437]"
5988,"[3, 119, 146, 436]"
21501,"[3, 49, 53, 153, 255, 1077]"
3583,"[3, 49, 50, 62, 152, 251]"
21346,"[3, 49, 52, 153]"
22619,"[3, 49, 51, 152]"
15242,"[3, 49, 52, 153]"
1000,"[3, 49, 153, 254]"
15750,"[3, 49, 60, 156]"
11218,"[3, 49, 60, 156]"
27404,"[3, 49, 156, 157]"
1633,"[3, 49, 67, 156]"
8730,"[3, 49, 62, 70]"
11363,"[3, 49, 53, 153]"
1681,"[3, 49, 60, 156]"
13062,"[3, 49, 255, 1078]"
9313,"[3, 119, 146, 437]"
9771,"[3, 119, 146, 436]"
15707,"[3, 49, 53, 153, 255, 1077]"
5153,"[3, 49, 50, 62, 152, 251]"
13475,"[3, 49, 52, 153]"
17809,"[3, 49, 51, 152]"
9198,"[3, 49, 52, 153]"
25585,"[3, 49, 153, 254]"
17593,"[3, 49, 60, 156]"
15866,"[3, 49, 60, 156]"
1065,"[3, 49, 156, 157]"
17767,"[3, 49, 67, 156]"
20718,"[3, 49, 62, 70]"
15712,"[3, 49, 53, 153]"
18868,"[3, 49, 60, 156]"
15479,"[3, 49, 255, 1078]"
4361,"[3, 119, 146, 437]"
24400,"[3, 119, 146, 436]"
23207,"[3, 49, 53, 153, 255, 1077]"
8371,"[3, 71, 89, 271]"
3399,"[3, 71, 89, 271]"
17634,"[3, 71, 89, 271]"
26852,"[3, 71, 89, 271]"
18858,"[3, 71, 89, 271]"
24781,"[3, 71, 89, 271]"
22756,"[3, 71, 89, 271]"
3736,"[3, 71, 89, 271]"
13242,"[3, 71, 89, 271]"
17021,"[3, 71, 89, 271]"
10246,"[3, 71, 72, 271]"
2714,"[3, 71, 72, 271]"
24595,"[3, 71, 72, 271]"
13985,"[3, 71, 89, 271]"
8322,"[3, 71, 89, 271]"
24576,"[3, 71, 89, 271]"
21006,"[3, 71, 89, 271]"
18557,"[3, 71, 89, 271]"
9270,"[3, 71, 89, 271]"
23225,"[3, 71, 89, 271]"
25297,"[3, 71, 89, 271]"
9915,"[3, 71, 89, 271]"
460,"[3, 71, 89, 271]"
26456,"[3, 71, 72, 271]"
12260,"[3, 71, 72, 271]"
14504,"[3, 71, 72, 271]"
25197,"[3, 71, 89, 271]"
10732,"[3, 71, 89, 271]"
22911,"[3, 71, 89, 271]"
4059,"[3, 71, 89, 271]"
3357,"[3, 71, 89, 271]"
4356,"[3, 71, 89, 271]"
11926,"[3, 71, 89, 271]"
26639,"[3, 71, 89, 271]"
21040,"[3, 71, 89, 271]"
18299,"[3, 71, 89, 271]"
16609,"[3, 71, 72, 271]"
15989,"[3, 71, 72, 271]"
19099,"[3, 71, 72, 271]"
22165,"[3, 71, 79, 269, 692, 698, 700, 1642]"
13641,"[3, 71, 79, 269, 692, 698, 700, 1642]"
474,"[3, 71, 79, 269]"
20690,"[3, 71, 79, 269]"
26961,"[3, 71, 79, 269, 692, 698, 700, 1642]"
4930,"[3, 71, 79, 269, 692, 698, 700, 1642]"
14424,"[3, 71, 79, 269, 692, 698, 700, 1642]"
16786,"[3, 71, 79, 269, 692, 698, 700, 1642]"
2905,"[3, 71, 79, 269, 692, 698, 700, 1642]"
23904,"[3, 71, 79, 269, 692, 698, 700, 1642]"
12110,"[3, 71, 79, 269]"
21709,"[3, 71, 79, 269]"
7054,"[3, 71, 79, 269]"
24225,"[3, 71, 79, 269]"
11523,"[3, 71, 79, 269, 692, 698, 700, 1642]"
21088,"[3, 71, 79, 269, 692, 698, 700, 1642]"
2620,"[3, 71, 79, 269, 692, 698, 700, 1642]"
11800,"[3, 71, 79, 269, 692, 698, 700, 1642]"
5954,"[3, 71, 79, 269, 692, 698, 700, 1642]"
585,"[3, 71, 79, 269, 692, 698, 700, 1642]"
7670,"[3, 71, 79, 269]"
11667,"[3, 71, 79, 269]"
6947,"[3, 71, 79, 269]"
19822,"[3, 71, 79, 269]"
26608,"[3, 71, 79, 269, 692, 698, 700, 1642]"
7591,"[3, 71, 79, 269, 692, 698, 700, 1642]"
25279,"[3, 71, 79, 269, 692, 698, 700, 1642]"
21978,"[3, 71, 79, 269, 692, 698, 700, 1642]"
17990,"[3, 71, 74, 78]"
11098,"[3, 71, 74, 78]"
23907,"[3, 71, 74, 78]"
20859,"[3, 71, 74, 78]"
26627,"[3, 71, 74, 78]"
14087,"[3, 71, 74, 78]"
26998,"[3, 71, 74, 78]"
18315,"[3, 71, 74, 78]"
17579,"[3, 71, 74, 78]"
19121,"[3, 71, 74, 78]"
19066,"[3, 71, 74, 78]"
27143,"[3, 71, 74, 78]"
5334,"[3, 71, 74, 78]"
21587,"[3, 71, 74, 78]"
12331,"[3, 71, 74, 78]"
23706,"[3, 71, 74, 78]"
1764,"[3, 71, 74, 78]"
22812,"[3, 71, 74, 78]"
11338,"[3, 71, 74, 78]"
14115,"[3, 71, 74, 78]"
27491,"[3, 71, 74, 78]"
13846,"[3, 71, 74, 78]"
5860,"[3, 71, 74, 78]"
19526,"[3, 71, 74, 78]"
23332,"[3, 71, 74, 78]"
1122,"[3, 71, 74, 78]"
1610,"[3, 71, 74, 78]"
2210,"[3, 71, 74, 78]"
9103,"[3, 71, 74, 78]"
14266,"[3, 71, 74, 78]"
15021,"[3, 49, 64, 154]"
2535,"[3, 49, 64, 154]"
20527,"[3, 49, 63, 154]"
13754,"[3, 49, 63, 154]"
11798,"[3, 49, 64, 154]"
18503,"[3, 49, 64, 154]"
10576,"[3, 49, 64, 154]"
22174,"[3, 49, 54, 264]"
6348,"[3, 49, 54, 264]"
589,"[3, 49, 62, 64, 70, 154]"
13821,"[3, 49, 62, 64, 70, 154]"
2524,"[3, 49, 63, 154]"
19146,"[3, 49, 63, 154]"
26903,"[3, 49, 64, 71, 74, 154, 182]"
16327,"[3, 49, 64, 154]"
25771,"[3, 49, 64, 154]"
9746,"[3, 49, 64, 154]"
